Author;Title;Year;Journal;H_index;RefPerDoc
"Rigutti, Sara; Straga, Marta; Jez, Marco; Baldassi, Giulio; Carnaghi, Andrea; Miceu, Piero; Fantoni, Carlo";Don't worry, be active: how to facilitate the detection of errors in immersive virtual environments;2018;PEERJ;83;61,25
"Brouwer, Anne-Marie; van der Waa, Jasper; Stokking, Hans";BCI to Potentially Enhance Streaming Images to a VR Headset by Predicting Head Rotation;2018;FRONTIERS IN HUMAN NEUROSCIENCE;128;68,73
"Cook, Henry E.; Hassebrock, Justin A.; Smart, L. James, Jr.";Responding to Other People's Posture: Visually Induced Motion Sickness From Naturally Generated Optic Flow;2018;FRONTIERS IN PSYCHOLOGY;133;64,70
"Grogorick, Steve; Albuquerque, Georgia; Tauscher, Jan-Philipp; Magnor, Marcus";Comparison of Unobtrusive Visual Guidance Methods in an Immersive Dome Environment;2018;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Weier, Martin; Roth, Thorsten; Hinkenjann, Andre; Slusallek, Philipp";Foveated Depth-of-Field Filtering in Head-Mounted Displays;2018;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Matsushima, Toshiharu; Seki, Kenta; Kimura, Shunichi; Iwakabe, Yasushi; Yata, Tatsuya; Watanabe, Yoshihiro; Komura, Shinichi";New fast response in-plane switching liquid crystal mode;2018;JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY;54;24,72
"Aykut, Tamay; Karimi, Mojtaba; Burgmair, Christoph; Finkenzeller, Andreas; Bachhuber, Christoph; Steinbach, Eckehard";Delay Compensation for a Telepresence System With 3D 360 Degree Vision Based on Deep Head Motion Prediction and Dynamic FoV Adaptation;2018;IEEE ROBOTICS AND AUTOMATION LETTERS;63;29,19
"Lee, Juyoung; Ahn, Sang Chul; Hwang, Jae-In";A Walking-in-Place Method for Virtual Reality Using Position and Orientation Tracking;2018;SENSORS;196;48,16
"Zhu, Yu; Li, Shiying; Luo, Xi; Zhu, Kang; Fu, Qiang; Chen, Xilin; Gong, Huixing; Yu, Jingyi";A shared augmented virtual environment for real-time mixed reality applications;2018;COMPUTER ANIMATION AND VIRTUAL WORLDS;50;31,56
"Davidenko, Nicolas; Cheong, Yeram; Waterman, Amanda; Smith, Jacob; Anderson, Barrett; Harmon, Sarah";The influence of visual and vestibular orientation cues in a clock reading task;2018;CONSCIOUSNESS AND COGNITION;113;73,29
"Cholewiak, Steven A.; Love, Gordon D.; Banks, Martin S.";Creating correct blur and its effect on accommodation;2018;JOURNAL OF VISION;120;60,91
"Liang, Mingli; Starrett, Michael J.; Ekstrom, Arne D.";Dissociation of frontal-midline delta-theta and posterior alpha oscillations: A mobile EEG study;2018;PSYCHOPHYSIOLOGY;165;77,40
"Langbehn, Eike; Steinicke, Frank; Lappe, Markus; Welch, Gregory F.; Bruder, Gerd";In the Blink of an Eye - Leveraging Blink-Induced Suppression for Imperceptible Position and Orientation Redirection in Virtual Reality;2018;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Ji, Haru Hyunkyung; Wakefield, Graham";Inhabitat: An Imaginary Ecosystem in a Children's Science Museum;2018;LEONARDO;25;11,05
"Fluke, C. J.; Barnes, D. G.";Immersive Virtual Reality Experiences for All-Sky Data;2018;PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA;67;89,91
"Banville, Frederic; Provencher, Marianne; Verhulst, Eulalie; Richard, Paul; Couture, Jean-Francois; Flores, Thomas; Allain, Philippe";Using the Virtual Multitasking Test to Assess the Realization of Intentions: A Preliminary Psychometric Study;2018;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Dang, Bryan K.; Palicte, Jeland S.; Valdez, Andre; O'Leary-Kelley, Colleen";Assessing Simulation, Virtual Reality, and Television Modalities in Clinical Training;2018;CLINICAL SIMULATION IN NURSING;46;26,34
"Huber, Tobias; Paschold, Markus; Hansen, Christian; Lang, Hauke; Kneist, Werner";Artificial Versus Video-Based Immersive Virtual Surroundings: Analysis of Performance and User's Preference;2018;SURGICAL INNOVATION;51;19,13
"Wang, Chen; Li, Heng; Kho, Song Y.";VR-embedded BIM immersive system for QS engineering education;2018;COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;32;40,76
"Vieri, Carlin; Lee, Grace; Balram, Nikhil; Jung, Sang Hoon; Yang, Joon Young; Yoon, Soo Young; Kang, In Byeong";An 18 megapixel 4.3 '' 1443 ppi 120 Hz OLED display for wide field of view high acuity head mounted displays;2018;JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY;54;24,72
"Pan, Ye; Sinclair, David; Mitchell, Kenny";Empowerment and embodiment for collaborative mixed reality systems;2018;COMPUTER ANIMATION AND VIRTUAL WORLDS;50;31,56
"Bhargava, Ayush; Bertrand, Jeffrey W.; Gramopadhye, Anand K.; Madathil, Kapil C.; Babu, Sabarish V.";Evaluating Multiple Levels of an Interaction Fidelity Continuum on Performance and Learning in Near-Field Training Simulations;2018;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Lungaro, Pietro; Sjoberg, Rickard; Valero, Alfredo Jose Fanghella; Mittal, Ashutosh; Tollmar, Konrad";Gaze-Aware Streaming Solutions for the Next Generation of Mobile VR Experiences;2018;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Luo, Bicheng; Xu, Feng; Richardt, Christian; Yong, Jun-Hai";Parallax360: Stereoscopic 360 degrees Scene Representation for Head-Motion Parallax;2018;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Nagao, Ryohei; Matsumoto, Keigo; Narumi, Takuji; Tanikawa, Tomohiro; Hirose, Michitaka";Ascending and Descending in Virtual Reality: Simple and Safe System using Passive Haptics;2018;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Brizzi, Filippo; Peppoloni, Lorenzo; Graziano, Alessandro; Di Stefano, Erika; Avizzano, Carlo Alberto; Ruffaldi, Emanuele";Effects of Augmented Reality on the Performance of Teleoperated Industrial Assembly Tasks in a Robotic Embodiment;2018;IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS;127;38,12
"Weech, Seamas; Moon, Jae; Troje, Nikolaus F.";Influence of bone-conducted vibration on simulator sickness in virtual reality;2018;PLOS ONE;367;48,10
"Farra, Sharon L.; Smith, Sherrill J.; Ulrich, Deborah L.";The Student Experience With Varying Immersion Levels of Virtual Reality Simulation;2018;NURSING EDUCATION PERSPECTIVES;50;5,07
"Zou, Wenjie; Yang, Fuzheng; Wan, Shuai";Perceptual video quality metric for compression artefacts: from two-dimensional to omnidirectional;2018;IET IMAGE PROCESSING;49;42,74
"Zhan, Tao; Lee, Yun-Han; Wu, Shin-Tson";High-resolution additive light field near-eye display by switchable Pancharatnam-Berry phase lenses;2018;OPTICS EXPRESS;281;37,16
"Ambron, Elisabetta; Miller, Alexander; Kuchenbecker, Katherine J.; Buxbaum, Laurel J.; Coslett, H. Branch";Immersive Low-Cost Virtual Reality Treatment for Phantom Limb Pain: Evidence from Two Cases;2018;FRONTIERS IN NEUROLOGY;80;49,16
"Luo, Haizhen; Wang, Xiaoyun; Fan, Mengying; Deng, Lingyun; Jian, Chuyao; Wei, Miaoluan; Luo, Jie";The effect of Visual stimuli on stability and complexity of Postural control;2018;FRONTIERS IN NEUROLOGY;80;49,16
"Keum, Nack-Hyeon; Hong, Seong-Kwan; Chai, Chong Chul; Kwon, Oh-Kyong";An AMOLED pixel circuit for high image quality of 1000ppi mobile displays in AR and VR applications;2018;JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY;54;24,72
"Tabrizian, Payam; Baran, Perver K.; Smith, William R.; Meentemeyer, Ross K.";Exploring perceived restoration potential of urban green enclosure through immersive virtual environments;2018;JOURNAL OF ENVIRONMENTAL PSYCHOLOGY;151;65,40
"Krichenbauer, Max; Yamamoto, Goshiro; Taketom, Takafumi; Sandor, Christian; Kato, Hirokazu";Augmented Reality versus Virtual Reality for 3D Object Manipulation;2018;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Calogiuri, Giovanna; Litleskare, Sigbjorn; Fagerheim, Kaia A.; Rydgren, Tore L.; Brambilla, Elena; Thurston, Miranda";Experiencing Nature through Immersive Virtual Environments: Environmental Perceptions, Physical Engagement, and Affective Responses during a Simulated Nature Walk;2018;FRONTIERS IN PSYCHOLOGY;133;64,70
"Gerig, Nicolas; Mayo, Johnathan; Baur, Kilian; Wittmann, Frieder; Riener, Robert; Wolf, Peter";Missing depth cues in virtual reality limit performance and quality of three dimensional reaching movements;2018;PLOS ONE;367;48,10
"Dinis, Fabio Matoseiro; Martins, Joao Pocas; Carvalho, Barbara Rangel; Guimaraes, Ana Sofia";Disseminating Civil Engineering through Virtual Reality: An Immersive Interface;2018;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;19;0,00
"Leotta, Alfio; Ross, Miriam";Touring the 'World Picture': virtual reality and the tourist gaze;2018;STUDIES IN DOCUMENTARY FILM;14;38,29
"Yuan, Sze Ngar Vanessa; Ip, Horace Ho Shing";Using virtual reality to train emotional and social skills in children with autism spectrum disorder;2018;LONDON JOURNAL OF PRIMARY CARE;13;0,00
"Lee, Yea Som; Sohn, Bong-Soo";Immersive Gesture Interfaces for Navigation of 3D Maps in HMD-Based Mobile Virtual Environments;2018;MOBILE INFORMATION SYSTEMS;37;30,73
"Ye, Quan; Hu, Wenshan; Zhou, Hong; Lei, Zhongcheng; Guan, Shiqi";VR Interactive Feature of HTML5-based WebVR Control Laboratory by Using Head-mounted Display;2018;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;19;0,00
"Sagardia, Mikel; Hulin, Thomas";Multimodal Evaluation of the Differences between Real and Virtual Assemblies;2018;IEEE TRANSACTIONS ON HAPTICS;54;31,67
"Ryu, Jaeyeol; Muravyev, N. V.; Putilin, A. N.";Requirements for Optical Systems for Virtual Displays;2018;BULLETIN OF THE LEBEDEV PHYSICS INSTITUTE;14;12,28
"Mittelstaedt, Justin; Wacker, Jan; Stelling, Dirk";Effects of display type and motion control on cybersickness in a virtual bike simulator;2018;DISPLAYS;59;48,71
"Du, Jing; Zou, Zhengbo; Shi, Yangming; Zhao, Dong";Zero latency: Real-time synchronization of BIM data in virtual reality for collaborative decision-making;2018;AUTOMATION IN CONSTRUCTION;138;63,82
Kang, Jiyoung;Effect of Interaction Based on Augmented Context in Immersive Virtual Reality Environment;2018;WIRELESS PERSONAL COMMUNICATIONS;65;33,32
"Piskorz, Joanna; Czub, Marcin";Effectiveness of a virtual reality intervention to minimize pediatric stress and pain intensity during venipuncture;2018;JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING;41;36,87
"Kimura, Kazushige; Reichert, James F.; Olson, Ashley; Pouya, Omid Ranjbar; Wang, Xikui; Moussavi, Zahra; Kelly, Debbie M.";Orientation in Virtual Reality Does Not Fully Measure Up to the Real-World;2017;SCIENTIFIC REPORTS;242;46,99
"Rigas, Ioannis; Raffle, Hayes; Komogortsev, Oleg V.";Hybrid PS-V Technique: A Novel Sensor Fusion Approach for Fast Mobile Eye-Tracking With Sensor-Shift Aware Correction;2017;IEEE SENSORS JOURNAL;132;37,11
"Daga, Fablo B.; Diniz-Filho, Alberto; Boer, Erwin R.; Gracitelli, Carolina P. B.; Abe, Ricardo Y.; Medeiros, Felipe A.";Fear of falling and postural reactivity in patients with glaucoma;2017;PLOS ONE;367;48,10
"Luo, Hao; Pan, Tien-Szu; Pan, Jeng-Shyang; Chu, Shu-Chuan; Yang, Bian";Development of a Three-Dimensional Multimode Visual Immersive System With Applications in Telepresence;2017;IEEE SYSTEMS JOURNAL;88;18,41
"Ye Weibing; Liu Shijuan; Song Fei";History and Current State of Virtual Reality Technology and Its Application in Language Education;2017;JOURNAL OF TECHNOLOGY AND CHINESE LANGUAGE TEACHING;2;37,33
"Micarelli, Alessandro; Viziano, Andrea; Augimeri, Ivan; Micarelli, Domenico; Alessandrini, Marco";Three-dimensional head-mounted gaming task procedure maximizes effects of vestibular rehabilitation in unilateral vestibular hypofunction: a randomized controlled pilot trial;2017;INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH;54;22,16
"Suzuki, Keisuke; Roseboom, Warrick; Schwartzman, David J.; Seth, Anil K.";A Deep-Dream Virtual Reality Platform for Studying Altered Perceptual Phenomenology;2017;SCIENTIFIC REPORTS;242;46,99
"Navarro-Haro, Maria V.; Lopez del Hoyo, Yolanda; Campos, Daniel; Linehan, Marsha M.; Hoffman, Hunter G.; Garcia-Palacios, Azucena; Modrego-Alarcon, Marta; Borao, Luis; Garcia-Campayo, Javier";Meditation experts try Virtual Reality Mindfulness: A pilot study evaluation of the feasibility and acceptability of Virtual Reality to facilitate mindfulness practice in people attending a Mindfulness conference.;2017;PLOS ONE;367;48,10
"Naish, Jonathan; Burns, Alex";Minimising operator dose during JET shutdown using virtual;2017;FUSION ENGINEERING AND DESIGN;84;22,77
"Wischgoll, Thomas; Glines, Madison; Whitlock, Tyler; Guthrie, Bradley R.; Mowrey, Corinne M.; Parikh, Pratik J.; Flach, John";Display Infrastructure for Virtual Environments;2017;JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY;42;30,37
"Baumeister, James; Ssin, Seung Youb; ElSayed, Neven A. M.; Dorrian, Jillian; Webb, David P.; Walsh, James A.; Simon, Timothy M.; Irlitti, Andrew; Smith, Ross T.; Kohler, Mark; Thomas, Bruce H.";Cognitive Cost of Using Augmented Reality Displays;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Huber, T.; Paschold, M.; Hansen, C.; Lang, H.; Kneist, W.";I will do laparoscopy somewhere else. Total, highly immersive virtual reality without side effects?;2017;CHIRURG;48;19,13
"Huber, Tobias; Paschold, Markus; Hansen, Christian; Wunderling, Tom; Lang, Hauke; Kneist, Werner";New dimensions in surgical training: immersive virtual reality laparoscopic simulation exhilarates surgical staff;2017;SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES;159;28,87
"Trombetta, Mateus; Bazzanello Henrique, Patricia Paula; Brum, Manoela Rogofski; Colussi, Eliane Lucia; Bertoletti De Marchi, Ana Carolina; Rieder, Rafael";Motion Rehab AVE 3D: A VR-based exergame for post-stroke rehabilitation;2017;COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE;115;45,15
"Kelly, Jonathan W.; Cherep, Lucia A.; Siegel, Zachary D.";Perceived Space in the HTC Vive;2017;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
"Moro, Christian; Stromberga, Zane; Raikos, Athanasios; Stirling, Allan";The Effectiveness of Virtual and Augmented Reality in Health Sciences and Medical Anatomy;2017;ANATOMICAL SCIENCES EDUCATION;58;64,75
"Sauer, Igor M.; Queisner, Moritz; Tang, Peter; Moosburner, Simon; Hoepfner, Ole; Horner, Rosa; Lohmann, Rudiger; Pratschke, Johann";Mixed Reality in Visceral Surgery Development of a Suitable Workflow and Evaluation of Intraoperative Use-cases;2017;ANNALS OF SURGERY;322;12,25
"Deb, Shuchisnigdha; Carruth, Daniel W.; Sween, Richard; Strawderman, Lesley; Garrison, Teena M.";Efficacy of virtual reality in pedestrian safety research;2017;APPLIED ERGONOMICS;107;49,78
"Pozeg, Polona; Palluel, Estelle; Ronchi, Roberta; Solca, Marco; Al-Khodairy, Abdul-Wahab; Jordan, Xavier; Kassouha, Ammar; Blanke, Olaf";Virtual reality improves embodiment and neuropathic pain caused by spinal cord injury;2017;NEUROLOGY;378;2,80
"Choi, Hojong; Ryu, Jae Myung; Kim, Jin Ha";Tolerance Analysis of Focus-adjustable Head-mounted Displays;2017;CURRENT OPTICS AND PHOTONICS;9;23,07
"Gerber, Stephan M.; Jeitziner, Marie-Madlen; Wyss, Patric; Chesham, Alvin; Urwyler, Prabitha; Muri, Rene M.; Jakob, Stephan M.; Nef, Tobias";Visuo-acoustic stimulation that helps you to relax: A virtual reality setup for patients in the intensive care unit;2017;SCIENTIFIC REPORTS;242;46,99
"Yamashita, Takuzo; Pal, Mahendra Kumar; Matsuzaki, Kazutoshi; Tomozawa, Hiromitsu";Development of a Virtual Reality Experience System for Interior Damage Due to an Earthquake - Utilizing E-Defense Shake Table Test -;2017;JOURNAL OF DISASTER RESEARCH;20;23,28
"Banaei, Maryam; Hatami, Javad; Yazdanfar, Abbas; Gramann, Klaus";Walking through Architectural Spaces: The Impact of Interior Forms on Human Brain Dynamics;2017;FRONTIERS IN HUMAN NEUROSCIENCE;128;68,73
"Gomez, Jocelyn; Hoffman, Hunter G.; Bistricky, Steven L.; Gonzalez, Miriam; Rosenberg, Laura; Sampaio, Mariana; Garcia-Palacios, Azucena; Navarro-Haro, Maria V.; Alhalabi, Wadee; Rosenberg, Marta; Meyer, Walter J., III; Linehan, Marsha M.";"The Use of Virtual Reality Facilitates Dialectical Behavior Therapy (R) ""Observing Sounds and Visuals"" Mindfulness Skills Training Exercises for a Latino Patient with Severe Burns: A Case Study";2017;FRONTIERS IN PSYCHOLOGY;133;64,70
"Maereg, Andualem Tadesse; Nagar, Atulya; Reid, David; Secco, Emanuele L.";Wearable Vibrotactile Haptic Device for Stiffness Discrimination during Virtual Interactions;2017;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Freina, Laura; Bottino, Rosa; Tavella, Mauro; Chiorri, Carlo";Evaluation of Visuo-Spatial Perspective Taking Skills using a Digital Game with Different Levels of Immersion;2017;INTERNATIONAL JOURNAL OF SERIOUS GAMES;3;44,19
"Liang, Hui; Chang, Jian; Deng, Shujie; Chen, Can; Tong, Ruofeng; Zhang, Jian Jun";Exploitation of multiplayer interaction and development of virtual puppetry storytelling using gesture control and stereoscopic devices;2017;COMPUTER ANIMATION AND VIRTUAL WORLDS;50;31,56
"Dorozhkin, Denis; Olasky, Jaisa; Jones, Daniel B.; Schwaitzberg, Steven D.; Jones, Stephanie B.; Cao, Caroline G. L.; Molina, Marcos; Henriques, Steven; Wang, Jinling; Flinn, Jeff; De, Suvranu";OR fire virtual training simulator: design and face validity;2017;SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES;159;28,87
"Papaefthymiou, Margarita; Hildenbrand, Dietmar; Papagiannakis, George";A Conformal Geometric Algebra Code Generator Comparison for Virtual Character Simulation in Mixed Reality;2017;ADVANCES IN APPLIED CLIFFORD ALGEBRAS;27;28,64
"Tidoni, Emmanuele; Abu-Alqumsan, Mohammad; Leonardis, Daniele; Kapeller, Christoph; Fusco, Gabriele; Guger, Cristoph; Hintermller, Cristoph; Peer, Angelika; Frisoli, Antonio; Tecchia, Franco; Bergamasco, Massimo; Aglioti, Salvatore Maria";Local and Remote Cooperation With Virtual and Robotic Agents: A P300 BCI Study in Healthy and People Living With Spinal Cord Injury;2017;IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING;148;43,77
"Gootjes-Dreesbach, Luise; Pickup, Lyndsey C.; Fitzgibbon, Andrew W.; Glennerster, Andrew";Comparison of view-based and reconstruction-based models of human navigational strategy;2017;JOURNAL OF VISION;120;60,91
"Ragan, Eric D.; Scerbo, Siroberto; Bacim, Felipe; Bowman, Doug A.";Amplified Head Rotation in Virtual Reality and the Effects on 3D Search, Training Transfer, and Spatial Orientation;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Punpongsanon, Parinya; Guy, Emilie; Iwai, Daisuke; Sato, Kosuke; Boubekeur, Tamy";Extended LazyNav: Virtual 3D Ground Navigation for Large Displays and Head-Mounted Displays;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Silva, Igor Macedo; Moioli, Renan C.";A method for creating interactive, user-resembling avatars;2017;PEERJ COMPUTER SCIENCE;28;52,66
"Matzen, Kevin; Cohen, Michael F.; Evans, Bryce; Kopf, Johannes; Szeliski, Richard";Low-Cost 360 Stereo Photography and Video Capture;2017;ACM TRANSACTIONS ON GRAPHICS;221;59,22
Hui, Zhang;Head-mounted display-based intuitive virtual reality training system for the mining industry;2017;INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY;52;42,65
"Nesbitt, Keith; Davis, Simon; Blackmore, Karen; Nalivaiko, Eugene";Correlating reaction time and nausea measures with traditional measures of cybersickness;2017;DISPLAYS;59;48,71
"Maimone, Andrew; Georgiou, Andreas; Kollin, Joel S.";Holographic Near-Eye Displays for Virtual and Augmented Reality;2017;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Ziak, Peter; Holm, Anders; Halicka, Juraj; Mojzis, Peter; Pinero, David P.";Amblyopia treatment of adults with dichoptic training using the virtual reality oculus rift head mounted display: preliminary results;2017;BMC OPHTHALMOLOGY;49;27,48
"Ahamba, Godson; Roberts, David; Eachus, Peter";Triggering and measuring social inhibitory response in humans immersed in interactions with virtual humans;2017;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Hodrien, Andrew; Galpin, Adam; Roberts, David; Kenney, Laurence";Exploring the impact of hand movement delays and hand appearance on myoelectric prosthesis embodiment using Immersive Virtual Reality;2017;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Martel, Erin; Muldner, Kasia";Controlling VR games: control schemes and the player experience;2017;ENTERTAINMENT COMPUTING;31;53,04
"Salomoni, Paola; Prandi, Catia; Roccetti, Marco; Casanova, Lorenzo; Marchetti, Luca; Marfia, Gustavo";Diegetic user interfaces for virtual environments with HMDs: a user experience study with oculus rift;2017;JOURNAL ON MULTIMODAL USER INTERFACES;28;45,89
"Ghita, Alexandra; Ferrer-Garcia, Marta; Gutierrez-Maldonado, Jos";Behavioral, craving, and anxiety responses among light and heavy drinking college students in alcohol-related virtual environments;2017;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Ferrer-Garcia, Marta; Porras-Garcia, Bruno; Gonzalez-Ibanez, Cristina; Gracia-Blanes, Mireia; Vilalta-Abella, Ferran; Pla-Sanjuanelo, Joana; Riva, Giuseppe; Dakanalis, Antonios; Achotegui-Loizate, Jose; Talarn-Caparros, Antoni; Ribas-Sabate, Joan; Andreu-Gracia, Alexis; Diaz-Marsa, Marina; Monras-Arnau, Miquel; Serrano-Troncoso, Eduardo; Treasure, Janet; Gutierrez-Maldonado, Jose";"Does owning a ""fatter"" virtual body increase body anxiety in college students?";2017;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Ida, Hirofumi; Mohapatra, Sambit; Aruin, Alexander";Control of vertical posture while elevating one foot to avoid a real or virtual obstacle;2017;EXPERIMENTAL BRAIN RESEARCH;177;57,70
"Niehorster, Diederick C.; Li, Li; Lappe, Markus";The Accuracy and Precision of Position and Orientation Tracking in the HTC Vive Virtual Reality System for Scientific Research;2017;I-PERCEPTION;31;61,00
"Seo, Min-Woo; Choi, Song-Woo; Lee, Sang-Lyn; Oh, Eui-Yeol; Baek, Jong-Sang; Kang, Suk-Ju";Photosensor-Based Latency Measurement System for Head-Mounted Displays;2017;SENSORS;196;48,16
"Turban, Laura; Urban, Fabrice; Guillotel, Philippe";Extrafoveal Video Extension for an Immersive Viewing Experience;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Smith, Ashley; Carlow, Klancy; Biddulph, Tara; Murray, Brooke; Paton, Melissa; Harvie, Daniel S.";Contextual modulation of pain sensitivity utilising virtual environments;2017;BRITISH JOURNAL OF PAIN;19;41,92
"Tieri, Gaetano; Gioia, Annamaria; Scandola, Michele; Pavone, Enea F.; Aglioti, Salvatore M.";Visual appearance of a virtual upper limb modulates the temperature of the real hand: a thermal imaging study in Immersive Virtual Reality;2017;EUROPEAN JOURNAL OF NEUROSCIENCE;213;81,74
Hua, Hong;Enabling Focus Cues in Head-Mounted Displays;2017;PROCEEDINGS OF THE IEEE;296;137,72
"Anglin, J. M.; Sugiyama, T.; Liew, S. -L.";Visuomotor adaptation in head-mounted virtual reality versus conventional training;2017;SCIENTIFIC REPORTS;242;46,99
"Regan, Matthew; Miller, Gavin S. P.";The Problem of Persistence with Rotating Displays;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"de Jesus Oliveira, Victor Adriel; Brayda, Luca; Nedel, Luciana; Maciel, Anderson";Designing a Vibrotactile Head-mounted Display for Spatial Awareness in 3D Spaces;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Kim, MyoungGon; Cho, SungIk; Tanh Quang Tran; Kim, Seong-Pil; Kwon, Ohung; Han, JungHyun";Scaled Jump in Gravity-reduced Virtual Environments;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Li, Changyang; Liang, Wei; Quigley, Chris; Zhao, Yibiao; Yu, Lap-Fai";Earthquake Safety Training through Virtual Drills;2017;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Egger, Jan; Gall, Markus; Wallner, Juergen; Boechat, Pedro; Hann, Alexander; Li, Xing; Chen, Xiaojun; Schmalstieg, Dieter";HTC Vive MeVisLab integration via OpenVR for medical applications;2017;PLOS ONE;367;48,10
"Smolyanskiy, Nikolai; Gonzalez-Franco, Mar";Stereoscopic First Person View System for Drone Navigation;2017;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Cho, Hye-Seung; Kim, Hyoung-Gook";Interactive sound experience interface based on virtual concert hall;2017;JOURNAL OF THE ACOUSTICAL SOCIETY OF KOREA;3;17,55
"Wu, Chien-Min; Hsu, Chih-Wen; Lee, Tzu-Kuei; Smith, Shana";A virtual reality keyboard with realistic haptic feedback in a fully immersive virtual environment;2017;VIRTUAL REALITY;51;59,84
"Munafo, Justin; Diedrick, Meg; Stoffregen, Thomas A.";The virtual reality head-mounted display Oculus Rift induces motion sickness and is sexist in its effects;2017;EXPERIMENTAL BRAIN RESEARCH;177;57,70
"Harjunen, Ville J.; Ahmed, Imtiaj; Jacucci, Giulio; Ravaja, Niklas; Spape, Michiel M.";Manipulating Bodily Presence Affects Cross-Modal Spatial Attention: A Virtual-Reality-Based ERP Study;2017;FRONTIERS IN HUMAN NEUROSCIENCE;128;68,73
"Kim, Aram; Darakjian, Nora; Finley, James M.";Walking in fully immersive virtual environments: an evaluation of potential adverse effects in older adults and individuals with Parkinson's disease;2017;JOURNAL OF NEUROENGINEERING AND REHABILITATION;102;57,54
"Gonzalez-Franco, Mar; Pizarro, Rodrigo; Cermeron, Julio; Li, Katie; Thorn, Jacob; Hutabarat, Windo; Tiwari, Ashutosh; Bermell-Garcia, Pablo";Immersive Mixed Reality for Manufacturing Training;2017;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Jang, Youngkyoon; Jeon, Ikbeom; Kim, Tae-Kyun; Woo, Woontack";Metaphoric Hand Gestures for Orientation-Aware VR Object Manipulation With an Egocentric Viewpoint;2017;IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS;127;38,12
"Choi, Hee-Soo; Kim, Sang-Heon";A content service deployment plan for metaverse museum exhibitions-Centering on the combination of beacons and HMDs;2017;INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT;132;101,78
"Jurkojc, Jacek; Wodarski, Piotr; Bieniek, Andrzej; Gzik, Marek; Michnik, Robert";Influence of changing frequency and various sceneries on stabilometric parameters and on the effect of adaptation in an immersive 3D virtual environment;2017;ACTA OF BIOENGINEERING AND BIOMECHANICS;28;21,25
